 no_of_dependents, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, loan_status, education_ Graduate, education_ Not Graduate, self_employed_ No, self_employed_ Yes,loan_status_encoded
0,7000000,21700000,20,498,6600000,5500000,14700000,Rejected,1.0,0.0,0.0,1.0,0
1,9000000,25400000,16,655,22000000,8800000,29100000,Approved,0.0,1.0,0.0,1.0,1
5,2400000,6900000,20,725,1700000,400000,8800000,Approved,1.0,0.0,0.0,1.0,1
1,8300000,24900000,10,642,11500000,15400000,21600000,Approved,1.0,0.0,1.0,0.0,1
0,7500000,18200000,6,782,7400000,12000000,19800000,Approved,0.0,1.0,1.0,0.0,1
3,7300000,21600000,20,557,1900000,3800000,26400000,Approved,1.0,0.0,0.0,1.0,1
3,7700000,21800000,18,684,100000,600000,15600000,Approved,1.0,0.0,0.0,1.0,1
2,8300000,27900000,18,840,12600000,3500000,19100000,Approved,1.0,0.0,0.0,1.0,1
0,4200000,13600000,4,834,8700000,3400000,12000000,Approved,1.0,0.0,0.0,1.0,1
5,6600000,20100000,18,348,6900000,2500000,22500000,Rejected,1.0,0.0,1.0,0.0,0
5,4200000,13400000,16,545,9800000,8200000,12500000,Rejected,0.0,1.0,1.0,0.0,0
2,1100000,2200000,4,874,1900000,1300000,2100000,Approved,0.0,1.0,0.0,1.0,1
2,1200000,3500000,16,540,3100000,1800000,3500000,Rejected,1.0,0.0,0.0,1.0,0
4,9900000,30000000,18,496,10400000,8000000,29300000,Rejected,1.0,0.0,1.0,0.0,0
2,8100000,22300000,18,737,22300000,12600000,27000000,Approved,1.0,0.0,0.0,1.0,1
1,8100000,21900000,6,884,15100000,5400000,27500000,Approved,0.0,1.0,1.0,0.0,1
1,900000,1700000,18,464,1300000,0,1900000,Rejected,1.0,0.0,0.0,1.0,0
5,6400000,22300000,12,776,500000,9100000,24100000,Approved,0.0,1.0,1.0,0.0,1
4,300000,1200000,18,544,700000,100000,800000,Rejected,1.0,0.0,1.0,0.0,0
5,4100000,12300000,6,582,10900000,6100000,14100000,Approved,0.0,1.0,1.0,0.0,1
4,2900000,10500000,8,607,4400000,5500000,7600000,Approved,1.0,0.0,0.0,1.0,1
3,3200000,10100000,20,704,3400000,4800000,9000000,Approved,1.0,0.0,1.0,0.0,1
5,1100000,3900000,4,891,1100000,200000,3400000,Approved,0.0,1.0,0.0,1.0,1
0,8800000,32900000,18,576,1300000,8700000,32600000,Approved,1.0,0.0,1.0,0.0,1
5,1700000,6500000,14,587,1100000,1000000,6400000,Approved,1.0,0.0,0.0,1.0,1
3,5900000,19200000,10,442,9500000,500000,18300000,Rejected,0.0,1.0,0.0,1.0,0
0,5300000,17600000,4,790,2000000,10200000,19700000,Approved,1.0,0.0,0.0,1.0,1
2,7600000,23600000,6,358,20200000,2900000,22100000,Rejected,0.0,1.0,0.0,1.0,0
0,800000,2200000,20,782,1300000,800000,2800000,Approved,1.0,0.0,0.0,1.0,1
2,9900000,33200000,4,465,26300000,17000000,24400000,Approved,0.0,1.0,0.0,1.0,1
5,4800000,13100000,6,717,8300000,8900000,18300000,Approved,0.0,1.0,0.0,1.0,1
1,6500000,13900000,8,369,9600000,300000,17200000,Rejected,1.0,0.0,0.0,1.0,0
2,7000000,22400000,6,649,12200000,9900000,17800000,Approved,0.0,1.0,1.0,0.0,1
0,9200000,36500000,14,522,10500000,5300000,22400000,Rejected,1.0,0.0,1.0,0.0,0
3,7700000,18700000,8,483,15100000,5600000,24600000,Rejected,0.0,1.0,1.0,0.0,0
2,3900000,14700000,16,360,2600000,200000,8300000,Rejected,1.0,0.0,1.0,0.0,0
5,6200000,12800000,2,539,5600000,9800000,22300000,Rejected,1.0,0.0,0.0,1.0,0
2,7200000,21900000,12,640,0,11400000,14600000,Approved,0.0,1.0,0.0,1.0,1
4,9200000,28100000,12,760,23200000,9700000,22300000,Approved,0.0,1.0,0.0,1.0,1
1,2100000,4200000,12,379,2700000,2100000,8100000,Rejected,1.0,0.0,1.0,0.0,0
3,8200000,28900000,10,447,4400000,14700000,29400000,Rejected,0.0,1.0,0.0,1.0,0
5,7800000,27000000,6,728,4400000,13100000,18500000,Approved,0.0,1.0,1.0,0.0,1
2,3700000,9200000,10,819,8500000,2000000,10200000,Approved,0.0,1.0,1.0,0.0,1
2,1500000,4200000,16,771,2500000,800000,5700000,Approved,0.0,1.0,1.0,0.0,1
4,5800000,18500000,16,436,1400000,5500000,17100000,Rejected,1.0,0.0,1.0,0.0,0
1,1100000,3600000,20,495,1600000,1100000,3100000,Rejected,1.0,0.0,1.0,0.0,0
5,8000000,21500000,12,779,2600000,15100000,29800000,Approved,1.0,0.0,0.0,1.0,1
1,5000000,18800000,14,325,13100000,5700000,12800000,Rejected,1.0,0.0,1.0,0.0,0
2,8400000,32600000,10,384,13900000,1600000,21600000,Rejected,1.0,0.0,0.0,1.0,0
4,2800000,6100000,18,415,2200000,4200000,8400000,Rejected,1.0,0.0,1.0,0.0,0
0,3200000,12000000,14,645,5200000,1400000,12100000,Approved,1.0,0.0,0.0,1.0,1
2,3700000,14100000,6,633,800000,200000,11300000,Approved,0.0,1.0,1.0,0.0,1
2,9100000,18600000,20,403,18400000,11700000,20300000,Rejected,0.0,1.0,1.0,0.0,0
1,2100000,6300000,16,882,3900000,2200000,7700000,Approved,1.0,0.0,1.0,0.0,1
1,8500000,26200000,8,811,22800000,6400000,32500000,Approved,0.0,1.0,0.0,1.0,1
1,2800000,9100000,14,510,2400000,4200000,10400000,Rejected,0.0,1.0,0.0,1.0,0
3,4100000,15900000,12,538,3900000,800000,8800000,Rejected,0.0,1.0,1.0,0.0,0
3,2800000,5900000,4,461,1600000,400000,8900000,Rejected,0.0,1.0,1.0,0.0,0
4,2600000,7200000,16,612,1300000,1000000,5800000,Approved,0.0,1.0,1.0,0.0,1
0,5300000,20000000,6,881,15900000,3700000,19500000,Approved,0.0,1.0,1.0,0.0,1
0,8200000,20900000,14,766,4400000,12300000,18400000,Approved,0.0,1.0,1.0,0.0,1
3,9300000,23500000,16,728,3500000,9900000,27300000,Approved,0.0,1.0,0.0,1.0,1
0,9900000,22300000,20,613,28400000,8900000,23600000,Approved,0.0,1.0,1.0,0.0,1
5,5300000,18200000,16,546,14600000,7900000,13400000,Rejected,1.0,0.0,0.0,1.0,0
4,5500000,13400000,10,880,300000,800000,19900000,Approved,0.0,1.0,0.0,1.0,1
5,2700000,10600000,16,496,800000,2900000,9700000,Rejected,1.0,0.0,1.0,0.0,0
2,5300000,11000000,14,393,6800000,2400000,20500000,Rejected,1.0,0.0,0.0,1.0,0
0,3300000,8900000,2,418,4200000,6000000,9300000,Rejected,0.0,1.0,0.0,1.0,0
5,1700000,5200000,16,820,1700000,1200000,4000000,Approved,0.0,1.0,0.0,1.0,1
1,9700000,24700000,14,600,13600000,14000000,35500000,Approved,0.0,1.0,0.0,1.0,1
3,6400000,15200000,14,467,15500000,9100000,18400000,Rejected,0.0,1.0,0.0,1.0,0
0,7500000,25100000,14,877,21000000,11400000,16900000,Approved,1.0,0.0,1.0,0.0,1
3,1800000,5700000,14,670,5300000,3100000,3500000,Approved,0.0,1.0,0.0,1.0,1
5,1300000,2900000,4,372,1700000,100000,2800000,Rejected,1.0,0.0,1.0,0.0,0
0,7100000,20100000,16,756,8000000,5000000,17600000,Approved,1.0,0.0,0.0,1.0,1
2,2200000,8700000,18,729,3900000,3300000,7600000,Approved,0.0,1.0,1.0,0.0,1
4,4700000,15700000,4,868,3300000,2500000,13800000,Approved,1.0,0.0,1.0,0.0,1
1,9300000,28600000,14,656,17300000,9100000,27400000,Approved,1.0,0.0,1.0,0.0,1
0,2500000,6900000,12,471,7100000,4000000,5200000,Rejected,0.0,1.0,1.0,0.0,0
0,5500000,18200000,4,332,8100000,4000000,16400000,Approved,1.0,0.0,0.0,1.0,1
2,8500000,30900000,6,664,5700000,9900000,19800000,Approved,0.0,1.0,0.0,1.0,1
0,4200000,10300000,10,506,9300000,4500000,12400000,Rejected,1.0,0.0,1.0,0.0,0
4,2700000,8100000,4,325,5000000,800000,9900000,Approved,0.0,1.0,1.0,0.0,1
4,4400000,16400000,6,513,5400000,7500000,13100000,Rejected,1.0,0.0,0.0,1.0,0
5,3800000,10100000,2,571,7400000,6600000,12600000,Approved,1.0,0.0,0.0,1.0,1
0,1400000,5000000,8,686,1800000,1900000,3200000,Approved,1.0,0.0,1.0,0.0,1
5,3400000,12300000,10,615,7000000,1600000,11400000,Approved,1.0,0.0,0.0,1.0,1
4,2600000,8500000,4,392,5500000,100000,8800000,Approved,0.0,1.0,0.0,1.0,1
1,9700000,33900000,10,833,24600000,16200000,28300000,Approved,1.0,0.0,1.0,0.0,1
4,4700000,11000000,4,321,10100000,100000,9600000,Rejected,1.0,0.0,0.0,1.0,0
3,4500000,11700000,18,775,8700000,2800000,12700000,Approved,0.0,1.0,1.0,0.0,1
3,8900000,25400000,8,588,19400000,12100000,18800000,Approved,1.0,0.0,1.0,0.0,1
2,3200000,9700000,6,737,7300000,3500000,9700000,Approved,0.0,1.0,0.0,1.0,1
2,9600000,22500000,18,851,7400000,16200000,24300000,Approved,1.0,0.0,1.0,0.0,1
4,6900000,19000000,14,330,9300000,7100000,18800000,Rejected,1.0,0.0,0.0,1.0,0
1,7600000,19300000,20,835,5800000,2300000,22000000,Approved,1.0,0.0,0.0,1.0,1
1,2400000,5200000,2,371,6100000,3100000,8500000,Rejected,0.0,1.0,1.0,0.0,0
0,3700000,11300000,6,538,6200000,400000,10400000,Rejected,0.0,1.0,0.0,1.0,0
5,7400000,16200000,2,778,17000000,2700000,19400000,Approved,0.0,1.0,0.0,1.0,1
2,7600000,28300000,12,800,19700000,14800000,15600000,Approved,1.0,0.0,1.0,0.0,1
4,7800000,25600000,4,665,1000000,2300000,27300000,Approved,1.0,0.0,0.0,1.0,1
5,7700000,16800000,20,584,8600000,4800000,23400000,Approved,1.0,0.0,0.0,1.0,1
3,8700000,24800000,20,360,25300000,8700000,31100000,Rejected,0.0,1.0,1.0,0.0,0
3,9100000,29700000,20,506,7100000,4500000,33300000,Rejected,1.0,0.0,1.0,0.0,0
1,2300000,6600000,2,357,5900000,200000,6000000,Rejected,1.0,0.0,1.0,0.0,0
5,3300000,7800000,16,632,8500000,500000,7100000,Approved,0.0,1.0,0.0,1.0,1
2,6700000,23100000,4,304,14400000,7100000,24300000,Approved,0.0,1.0,0.0,1.0,1
1,5400000,19500000,18,688,12100000,800000,17000000,Approved,1.0,0.0,0.0,1.0,1
2,9400000,23100000,4,488,20100000,3500000,28600000,Rejected,1.0,0.0,1.0,0.0,0
1,8400000,24700000,8,519,12900000,16700000,17300000,Rejected,1.0,0.0,1.0,0.0,0
2,2700000,8500000,20,368,4900000,4500000,5900000,Rejected,1.0,0.0,0.0,1.0,0
2,3800000,12500000,14,842,3700000,6700000,14600000,Approved,0.0,1.0,0.0,1.0,1
5,6800000,20500000,10,578,500000,11800000,27200000,Approved,1.0,0.0,1.0,0.0,1
4,8700000,23400000,16,372,10600000,11700000,20000000,Rejected,1.0,0.0,0.0,1.0,0
3,5200000,17200000,18,768,9200000,5500000,11700000,Approved,0.0,1.0,1.0,0.0,1
3,1000000,2800000,4,757,2500000,100000,3800000,Approved,1.0,0.0,1.0,0.0,1
1,4400000,12100000,4,884,9800000,6500000,15000000,Approved,0.0,1.0,1.0,0.0,1
5,2700000,7600000,8,746,900000,2200000,7200000,Approved,1.0,0.0,1.0,0.0,1
2,3500000,13300000,4,420,6400000,1700000,8000000,Approved,0.0,1.0,0.0,1.0,1
2,4100000,13500000,4,846,8900000,7800000,11400000,Approved,1.0,0.0,0.0,1.0,1
1,5900000,13000000,6,779,10800000,11600000,13100000,Approved,0.0,1.0,1.0,0.0,1
5,4700000,10700000,10,794,5700000,3900000,16400000,Approved,0.0,1.0,1.0,0.0,1
3,2400000,8200000,10,531,6800000,1900000,5700000,Rejected,0.0,1.0,1.0,0.0,0
3,6100000,18100000,14,538,11800000,4200000,16200000,Rejected,1.0,0.0,0.0,1.0,0
4,1200000,4400000,6,709,2800000,2300000,4100000,Approved,1.0,0.0,1.0,0.0,1
2,5200000,14800000,12,659,11500000,5200000,18100000,Approved,0.0,1.0,1.0,0.0,1
0,9500000,26000000,2,732,22500000,15600000,20400000,Approved,0.0,1.0,0.0,1.0,1
5,5800000,16600000,18,376,2500000,7500000,21100000,Rejected,1.0,0.0,0.0,1.0,0
3,7900000,27000000,6,601,17700000,7800000,27600000,Approved,1.0,0.0,1.0,0.0,1
2,7700000,16700000,6,555,12900000,2900000,18100000,Approved,1.0,0.0,1.0,0.0,1
5,8400000,17500000,12,620,15300000,13600000,26000000,Approved,1.0,0.0,0.0,1.0,1
4,5700000,21900000,2,871,3200000,1700000,14400000,Approved,1.0,0.0,1.0,0.0,1
4,4800000,14300000,6,795,5900000,0,11100000,Approved,1.0,0.0,1.0,0.0,1
1,7400000,17200000,8,899,16500000,8700000,16700000,Approved,0.0,1.0,0.0,1.0,1
3,9300000,26100000,14,636,4700000,16100000,34500000,Approved,1.0,0.0,0.0,1.0,1
1,1600000,5600000,6,846,600000,2800000,4600000,Approved,0.0,1.0,1.0,0.0,1
1,2900000,9900000,18,783,1300000,100000,11000000,Approved,0.0,1.0,0.0,1.0,1
3,1400000,4100000,8,455,3000000,1400000,2900000,Rejected,0.0,1.0,1.0,0.0,0
3,1200000,4500000,6,819,1400000,1100000,4400000,Approved,0.0,1.0,1.0,0.0,1
3,6600000,25200000,20,598,13100000,3600000,20700000,Approved,0.0,1.0,0.0,1.0,1
5,5000000,14600000,18,509,11800000,2500000,19800000,Rejected,1.0,0.0,0.0,1.0,0
5,8400000,17600000,12,397,13400000,14500000,24500000,Rejected,0.0,1.0,0.0,1.0,0
0,6800000,18400000,2,791,4000000,900000,20200000,Approved,1.0,0.0,1.0,0.0,1
1,6200000,23100000,16,838,9100000,1400000,23500000,Approved,0.0,1.0,1.0,0.0,1
1,1700000,6000000,16,754,3900000,1500000,6400000,Approved,1.0,0.0,0.0,1.0,1
3,5500000,11600000,6,745,9400000,8000000,12800000,Approved,1.0,0.0,1.0,0.0,1
5,9000000,29300000,4,531,10400000,9500000,35500000,Approved,0.0,1.0,1.0,0.0,1
3,5800000,16700000,16,735,3900000,9400000,12600000,Approved,0.0,1.0,0.0,1.0,1
2,400000,1000000,6,425,800000,300000,800000,Rejected,0.0,1.0,1.0,0.0,0
4,4500000,17300000,18,830,200000,4200000,12000000,Approved,0.0,1.0,1.0,0.0,1
4,2800000,8300000,14,352,4900000,2600000,7100000,Rejected,0.0,1.0,1.0,0.0,0
3,8900000,35200000,10,894,17100000,5600000,27700000,Approved,0.0,1.0,1.0,0.0,1
5,3100000,12300000,18,805,4900000,1900000,6100000,Approved,0.0,1.0,1.0,0.0,1
0,7200000,21900000,4,446,17700000,10900000,24500000,Approved,1.0,0.0,0.0,1.0,1
2,5000000,12400000,8,709,11300000,6800000,13300000,Approved,0.0,1.0,1.0,0.0,1
4,1500000,4000000,18,706,0,2700000,4400000,Approved,0.0,1.0,1.0,0.0,1
5,9400000,36800000,10,509,20700000,7400000,22400000,Rejected,1.0,0.0,1.0,0.0,0
3,3300000,11100000,2,660,6500000,3700000,12300000,Approved,1.0,0.0,1.0,0.0,1
2,3300000,8300000,6,653,4700000,3100000,8300000,Approved,1.0,0.0,1.0,0.0,1
5,2800000,11000000,12,753,3900000,4600000,10700000,Approved,1.0,0.0,1.0,0.0,1
1,5100000,15300000,4,721,7000000,6100000,15300000,Approved,0.0,1.0,1.0,0.0,1
1,5200000,19300000,8,481,14300000,9500000,18800000,Rejected,0.0,1.0,0.0,1.0,0
3,5200000,15000000,20,432,6900000,5000000,15600000,Rejected,0.0,1.0,0.0,1.0,0
1,9900000,25700000,2,340,15600000,18800000,29500000,Rejected,0.0,1.0,0.0,1.0,0
2,6800000,23500000,12,341,19300000,11800000,14300000,Rejected,0.0,1.0,1.0,0.0,0
5,9700000,24700000,18,648,15100000,600000,25200000,Approved,1.0,0.0,0.0,1.0,1
4,5600000,17500000,10,528,14200000,2300000,12100000,Rejected,0.0,1.0,0.0,1.0,0
5,2100000,4900000,12,651,2500000,2100000,6100000,Approved,0.0,1.0,0.0,1.0,1
1,2900000,9600000,4,658,8200000,4300000,7000000,Approved,1.0,0.0,1.0,0.0,1
4,400000,900000,20,771,1000000,500000,1600000,Approved,0.0,1.0,0.0,1.0,1
2,4100000,11100000,8,390,800000,3100000,10100000,Rejected,0.0,1.0,1.0,0.0,0
4,9700000,32300000,18,387,11600000,14300000,20000000,Rejected,0.0,1.0,0.0,1.0,0
0,7500000,28900000,10,632,21700000,10700000,24700000,Approved,1.0,0.0,0.0,1.0,1
2,3500000,8100000,4,589,3800000,6700000,12500000,Approved,1.0,0.0,0.0,1.0,1
1,6500000,23400000,2,672,5000000,10400000,16700000,Approved,1.0,0.0,1.0,0.0,1
4,3900000,9200000,12,737,2800000,2300000,12300000,Approved,1.0,0.0,0.0,1.0,1
5,800000,2500000,12,403,500000,0,3200000,Rejected,1.0,0.0,0.0,1.0,0
2,8000000,20000000,2,502,4100000,2200000,31600000,Rejected,0.0,1.0,1.0,0.0,0
1,4600000,18400000,10,403,200000,8800000,17300000,Rejected,0.0,1.0,0.0,1.0,0
1,500000,1700000,2,680,700000,800000,1400000,Approved,0.0,1.0,1.0,0.0,1
3,3200000,7400000,2,543,3600000,4500000,11200000,Rejected,1.0,0.0,0.0,1.0,0
3,2000000,4200000,16,571,1700000,3900000,5800000,Approved,0.0,1.0,0.0,1.0,1
2,4300000,12200000,14,719,5100000,2600000,14000000,Approved,1.0,0.0,0.0,1.0,1
3,9100000,19900000,2,711,2200000,17900000,24300000,Approved,1.0,0.0,1.0,0.0,1
0,5600000,19100000,14,875,16700000,4700000,15100000,Approved,0.0,1.0,0.0,1.0,1
5,4600000,10500000,8,758,3900000,4300000,15800000,Approved,1.0,0.0,1.0,0.0,1
1,4400000,10600000,4,360,6600000,7700000,15100000,Rejected,0.0,1.0,0.0,1.0,0
1,6300000,22000000,20,646,9500000,7900000,13500000,Approved,1.0,0.0,1.0,0.0,1
4,9100000,33000000,8,543,15700000,14400000,19500000,Rejected,0.0,1.0,0.0,1.0,0
5,7300000,18700000,16,813,6600000,8200000,20000000,Approved,1.0,0.0,0.0,1.0,1
1,7500000,22500000,14,469,12300000,9600000,16200000,Rejected,0.0,1.0,0.0,1.0,0
4,7300000,17200000,18,831,18500000,4300000,23000000,Approved,1.0,0.0,0.0,1.0,1
4,3500000,11300000,16,874,1400000,3800000,10100000,Approved,0.0,1.0,0.0,1.0,1
2,3300000,9600000,18,896,9900000,900000,12100000,Approved,0.0,1.0,0.0,1.0,1
1,400000,1300000,6,695,200000,500000,800000,Approved,0.0,1.0,1.0,0.0,1
5,4800000,15500000,10,812,9500000,1500000,17800000,Approved,0.0,1.0,1.0,0.0,1
4,3200000,6800000,16,675,8000000,1900000,6800000,Approved,0.0,1.0,0.0,1.0,1
2,6100000,15300000,2,799,7100000,5500000,17800000,Approved,0.0,1.0,1.0,0.0,1
5,1400000,2700000,16,320,900000,2500000,2700000,Rejected,1.0,0.0,0.0,1.0,0
3,4000000,14700000,8,376,3000000,6200000,8900000,Rejected,1.0,0.0,0.0,1.0,0
2,3800000,10900000,10,766,1900000,3900000,8600000,Approved,1.0,0.0,0.0,1.0,1
5,1300000,3100000,16,826,200000,1700000,5100000,Approved,0.0,1.0,0.0,1.0,1
4,7600000,23800000,16,896,3700000,4500000,15400000,Approved,0.0,1.0,0.0,1.0,1
2,7200000,16800000,6,796,6600000,6100000,14400000,Approved,0.0,1.0,1.0,0.0,1
2,5100000,19700000,2,733,0,4500000,12900000,Approved,0.0,1.0,0.0,1.0,1
5,6400000,18300000,8,697,10000000,3600000,22500000,Approved,0.0,1.0,1.0,0.0,1
3,7700000,18900000,2,583,9300000,3000000,16700000,Approved,1.0,0.0,0.0,1.0,1
2,4300000,8800000,6,512,7200000,6500000,16900000,Rejected,0.0,1.0,1.0,0.0,0
0,5300000,20200000,2,861,500000,800000,16500000,Approved,1.0,0.0,0.0,1.0,1
5,900000,2200000,2,415,600000,1700000,2900000,Rejected,0.0,1.0,1.0,0.0,0
2,2000000,4300000,16,497,5100000,200000,5700000,Rejected,0.0,1.0,1.0,0.0,0
0,4200000,14800000,20,510,9200000,5700000,11900000,Rejected,0.0,1.0,1.0,0.0,0
5,6100000,23600000,4,725,17400000,5100000,15600000,Approved,0.0,1.0,1.0,0.0,1
3,4000000,8600000,4,667,11500000,6300000,15300000,Approved,0.0,1.0,0.0,1.0,1
2,1300000,4500000,6,415,0,900000,2900000,Rejected,0.0,1.0,1.0,0.0,0
3,8000000,25600000,6,337,8800000,500000,18900000,Rejected,0.0,1.0,0.0,1.0,0
2,1500000,4500000,18,428,4500000,1200000,5600000,Rejected,0.0,1.0,1.0,0.0,0
1,2000000,5600000,14,569,5000000,1100000,7900000,Approved,1.0,0.0,0.0,1.0,1
3,8000000,18600000,20,565,1600000,8600000,22500000,Approved,1.0,0.0,1.0,0.0,1
1,4000000,12100000,12,356,10500000,2500000,15600000,Rejected,1.0,0.0,0.0,1.0,0
0,700000,2100000,12,813,200000,1300000,2200000,Approved,1.0,0.0,0.0,1.0,1
0,9600000,38200000,8,421,1600000,14100000,33600000,Rejected,0.0,1.0,1.0,0.0,0
0,7000000,25300000,14,697,15100000,10400000,14300000,Approved,0.0,1.0,1.0,0.0,1
2,600000,1300000,12,475,100000,1100000,2300000,Rejected,1.0,0.0,1.0,0.0,0
2,8900000,28500000,6,367,22200000,16600000,21500000,Rejected,1.0,0.0,1.0,0.0,0
5,6700000,23200000,18,672,1600000,6700000,20800000,Approved,0.0,1.0,1.0,0.0,1
5,6500000,23900000,2,507,500000,10200000,15900000,Approved,0.0,1.0,0.0,1.0,1
0,5300000,10900000,18,707,12900000,2600000,12700000,Approved,0.0,1.0,1.0,0.0,1
0,4500000,17100000,8,303,7400000,8200000,17400000,Rejected,0.0,1.0,1.0,0.0,0
3,1300000,2900000,8,733,3800000,1900000,3800000,Approved,1.0,0.0,1.0,0.0,1
2,5300000,20200000,10,348,9200000,9500000,17300000,Rejected,0.0,1.0,1.0,0.0,0
0,5100000,12500000,18,778,3300000,1000000,14800000,Approved,0.0,1.0,0.0,1.0,1
0,1800000,5800000,18,348,2900000,700000,6700000,Rejected,1.0,0.0,1.0,0.0,0
4,7100000,27200000,16,824,2400000,8000000,22400000,Approved,1.0,0.0,1.0,0.0,1
4,7400000,15400000,6,677,22000000,13500000,28900000,Approved,0.0,1.0,1.0,0.0,1
4,8700000,25200000,18,790,25000000,9100000,18400000,Approved,1.0,0.0,1.0,0.0,1
1,9600000,26000000,16,368,18500000,16600000,29900000,Rejected,0.0,1.0,1.0,0.0,0
0,9300000,29400000,10,351,24200000,6800000,35800000,Rejected,0.0,1.0,0.0,1.0,0
4,5300000,15400000,8,584,5100000,1700000,14000000,Approved,1.0,0.0,1.0,0.0,1
4,7900000,26900000,14,446,17900000,7300000,16500000,Rejected,1.0,0.0,0.0,1.0,0
5,9800000,37900000,18,301,6700000,4900000,34300000,Rejected,0.0,1.0,0.0,1.0,0
0,2900000,9900000,8,312,1800000,4500000,11200000,Rejected,1.0,0.0,0.0,1.0,0
4,7800000,28600000,2,703,500000,12400000,29500000,Approved,1.0,0.0,1.0,0.0,1
3,1600000,5600000,6,710,3100000,800000,6000000,Approved,0.0,1.0,1.0,0.0,1
3,3700000,13400000,18,373,2800000,100000,13200000,Rejected,0.0,1.0,1.0,0.0,0
0,2900000,7500000,18,692,3200000,300000,7500000,Approved,1.0,0.0,0.0,1.0,1
0,2200000,8600000,4,563,900000,1000000,4400000,Approved,0.0,1.0,1.0,0.0,1
2,9200000,34200000,2,456,12200000,11300000,25800000,Approved,1.0,0.0,1.0,0.0,1
4,4400000,15000000,12,459,5700000,800000,11400000,Rejected,0.0,1.0,0.0,1.0,0
0,8200000,29700000,6,405,3900000,800000,23900000,Rejected,1.0,0.0,0.0,1.0,0
4,3100000,8600000,14,427,3100000,3800000,9900000,Rejected,0.0,1.0,0.0,1.0,0
2,7600000,24800000,12,564,14000000,6200000,24700000,Approved,1.0,0.0,1.0,0.0,1
5,4200000,11200000,2,758,5300000,6500000,9600000,Approved,0.0,1.0,0.0,1.0,1
4,7800000,29700000,20,614,22000000,700000,26800000,Approved,1.0,0.0,1.0,0.0,1
1,2200000,5000000,2,755,1100000,2500000,6700000,Approved,0.0,1.0,1.0,0.0,1
5,1400000,5000000,2,465,0,2600000,5300000,Approved,1.0,0.0,0.0,1.0,1
0,6000000,23600000,6,776,13800000,2700000,23400000,Approved,1.0,0.0,1.0,0.0,1
0,9800000,38800000,8,652,23200000,19000000,29700000,Approved,1.0,0.0,1.0,0.0,1
0,3700000,10600000,20,484,5800000,1300000,13900000,Rejected,0.0,1.0,1.0,0.0,0
3,9900000,23600000,18,557,18300000,8600000,23000000,Approved,1.0,0.0,1.0,0.0,1
4,5100000,19400000,8,755,2200000,300000,14900000,Approved,0.0,1.0,1.0,0.0,1
2,8200000,27200000,10,425,11400000,4900000,29300000,Rejected,1.0,0.0,1.0,0.0,0
4,4200000,9600000,20,863,7400000,900000,9100000,Approved,0.0,1.0,0.0,1.0,1
5,9400000,27900000,4,870,1100000,200000,29500000,Approved,1.0,0.0,1.0,0.0,1
4,7100000,18200000,4,790,2500000,2200000,25500000,Approved,1.0,0.0,0.0,1.0,1
4,6800000,13900000,8,479,11700000,9100000,25700000,Rejected,0.0,1.0,0.0,1.0,0
1,6400000,21500000,6,489,1600000,4600000,17600000,Rejected,0.0,1.0,1.0,0.0,0
3,5600000,20600000,6,487,6400000,9700000,20200000,Rejected,1.0,0.0,1.0,0.0,0
5,1800000,5400000,14,347,3800000,1300000,4900000,Rejected,0.0,1.0,1.0,0.0,0
0,5900000,15100000,10,794,6000000,4300000,14900000,Approved,1.0,0.0,0.0,1.0,1
2,4300000,14500000,10,594,11400000,700000,14000000,Approved,0.0,1.0,1.0,0.0,1
2,5500000,21700000,2,309,11800000,1000000,21600000,Approved,1.0,0.0,0.0,1.0,1
3,1400000,2700000,14,819,1200000,1500000,4000000,Approved,1.0,0.0,0.0,1.0,1
3,7500000,22200000,8,741,6600000,6900000,17600000,Approved,1.0,0.0,1.0,0.0,1
2,9800000,25400000,2,655,19900000,4600000,21300000,Approved,1.0,0.0,1.0,0.0,1
5,2300000,5600000,8,642,2600000,1900000,8600000,Approved,1.0,0.0,0.0,1.0,1
0,6300000,21500000,8,629,600000,3400000,22000000,Approved,1.0,0.0,0.0,1.0,1
5,5900000,22600000,18,630,2300000,4200000,16500000,Approved,0.0,1.0,0.0,1.0,1
3,9500000,20100000,2,506,16800000,800000,32700000,Rejected,0.0,1.0,0.0,1.0,0
0,2900000,6900000,10,320,5100000,500000,7700000,Rejected,0.0,1.0,1.0,0.0,0
3,4600000,10900000,12,856,13500000,5100000,9400000,Approved,1.0,0.0,0.0,1.0,1
1,800000,2600000,2,439,600000,0,1800000,Approved,0.0,1.0,0.0,1.0,1
0,200000,800000,20,331,300000,0,500000,Rejected,0.0,1.0,1.0,0.0,0
1,3600000,10300000,12,536,6800000,500000,12200000,Rejected,0.0,1.0,0.0,1.0,0
0,8700000,30200000,10,447,14200000,14800000,28200000,Rejected,0.0,1.0,1.0,0.0,0
4,5300000,15800000,2,527,3800000,5200000,19700000,Rejected,1.0,0.0,1.0,0.0,0
2,7700000,21000000,12,420,16100000,4300000,27400000,Rejected,0.0,1.0,0.0,1.0,0
5,1000000,2400000,18,613,1600000,1300000,2600000,Approved,0.0,1.0,0.0,1.0,1
5,9300000,34000000,6,742,4200000,600000,32800000,Approved,1.0,0.0,1.0,0.0,1
